TimeOfDay,Name,RoadDistance,Date_parsed,Elevation,LC_40.0,LC_90.0,Season,EleID,Year,LC_10.0,LC_60.0,Datetime_standard,Month,HumanDistance,LC_50.0,longitude,LandCover2,latitude,WaterDistance,NDVI_normalized,LC_20.0,Day,Hour,DayOfWeek,Protected,ElephantPresent,LC_80.0,LC_30.0
Evening,Negative,1070.236594,2010-05-02,10.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-05-02 20:00:00,5.0,351.455844,0,83.92507979454413,40.0,7.436847896051521,1675.122865,0.7758,0,2.0,20,6.0,0,0,0,0
Night,Negative,1247.537718,2009-04-02,127.0,1,0,Inter-Monsoon,0,2009.0,0,0,2009-04-02 04:00:00,4.0,1918.786918,0,80.92188918828114,40.0,6.691996941187643,1874.460458,0.8069,0,2.0,4,3.0,0,0,0,0
Midday,Negative,401204.4907,2010-03-12,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-03-12 12:00:00,3.0,401510.5496,0,82.75071596801709,10.0,4.80828648885675,398831.7056,-0.2,0,12.0,12,4.0,0,0,0,0
Evening,Kumari,820.6859327,2010-04-07 00:00:00,46.0,1,0,Inter-Monsoon,622000,2010.0,0,0,2010-04-07 20:00:00,4.0,651.136941,0,80.10067701,40.0,7.894151257,336.0841197,0.8334,0,7.0,20,2.0,0,1,0,0
Afternoon,Sugala,2857.13344,,50.0,0,0,,621513,,0,0,,,1739.421458,0,81.60365611,30.0,7.334701207,827.326127,0.7785,0,,16,,0,1,0,1
Evening,Negative,1115.048663,2010-02-02,10.0,0,0,Dry,0,2010.0,0,1,2010-02-02 20:00:00,2.0,417.9268672,0,80.71109372561362,60.0,4.464774056689112,1011.359446,0.6874,0,2.0,20,1.0,0,0,0,0
Midday,Negative,855.2706685,2010-09-08,18.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-08 12:00:00,9.0,1031.943558,0,80.00908213047153,10.0,5.581489462481764,973.6204234,0.8393,0,8.0,12,2.0,0,0,0,0
Evening,Negative,401433.7911,2009-07-10,84.0,0,0,Southwest-Monsoon,0,2009.0,1,0,2009-07-10 20:00:00,7.0,401727.8367,0,83.92567306439214,10.0,6.186009501168538,399051.0405,-0.2,0,10.0,20,4.0,0,0,0,0
Night,Kala,2095.902667,,147.0,0,0,,621991,,1,0,,,732.1533472,0,80.58347582,10.0,7.973288497,4934.204828,0.7543,0,,0,,0,1,0,0
Early Morning,Kala,1015.47955,2010-03-07 00:00:00,138.0,0,0,Inter-Monsoon,621991,2010.0,1,0,2010-03-07 08:00:00,3.0,517.1586435,0,80.53652202,10.0,7.963243599,1566.104868,0.2676,0,7.0,8,6.0,1,1,0,0
Night,Negative,401433.7911,2010-05-04,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-04 04:00:00,5.0,401727.8367,0,84.17274849990179,10.0,6.328689775783346,399051.0405,-0.2,0,4.0,4,1.0,0,0,0,0
Midday,Sakunthala,279.0398423,2010-01-10 00:00:00,59.0,0,0,Dry,621992,2010.0,1,0,2010-01-10 12:00:00,1.0,2160.226244,0,81.129526,10.0,6.32001759,1643.601315,0.8063,0,10.0,12,6.0,0,1,0,0
Midday,Ekes,5530.852342,,125.0,0,0,,621996,,1,0,,,4756.695198,0,81.17330233,10.0,6.581365528,804.9840018,0.7208,0,,12,,0,1,0,0
Early Morning,Negative,401433.7911,2010-03-06,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-03-06 08:00:00,3.0,401727.8367,0,84.04196842858967,10.0,6.027473618482895,399051.0405,-0.2,0,6.0,8,5.0,0,0,0,0
Night,Negative,480.4430664,2010-05-06,16.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-06 04:00:00,5.0,1449.497527,0,82.46707400686347,10.0,6.5718036888300535,5503.669844,0.8402,0,6.0,4,3.0,1,0,0,0
Afternoon,Negative,2800.112936,2009-10-12,11.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-10-12 16:00:00,10.0,1746.384265,0,81.68658025839288,10.0,6.3869735541237596,2593.820317,0.8482,0,12.0,16,0.0,1,0,0,0
Midday,Negative,283.3800832,2009-11-07,15.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-07 12:00:00,11.0,318.8917127,0,81.71743162965176,10.0,5.793237550608504,51.41555241,0.829,0,7.0,12,5.0,1,0,0,0
Afternoon,Negative,401204.4907,2010-05-11,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-11 16:00:00,5.0,401510.5496,0,83.79429745629996,10.0,4.8876886596178455,398831.7056,-0.2,0,11.0,16,1.0,0,0,0,0
Evening,Negative,225.8991195,2009-08-06,15.0,0,0,Southwest-Monsoon,0,2009.0,1,0,2009-08-06 20:00:00,8.0,963.1471465,0,81.98163446630784,10.0,4.892915734387344,681.9496245,0.7716,0,6.0,20,3.0,1,0,0,0
Midday,Kumari,1711.001648,,58.0,0,0,,622000,,1,0,,,884.88266,0,80.07689915,10.0,7.821454221,1667.095119,0.8596,0,,12,,0,1,0,0
Early Morning,Negative,1070.236594,2010-01-05,10.0,1,0,Dry,0,2010.0,0,0,2010-01-05 08:00:00,1.0,351.455844,0,84.29991383039253,40.0,7.93846661094835,1675.122865,0.7758,0,5.0,8,1.0,0,0,0,0
Night,Negative,1115.048663,2010-01-04,10.0,0,0,Dry,0,2010.0,0,1,2010-01-04 04:00:00,1.0,417.9268672,0,81.00967710541974,60.0,4.517047796689208,1011.359446,0.6874,0,4.0,4,0.0,0,0,0,0
Early Morning,Sakunthala,2180.525258,,79.0,0,0,,621992,,1,0,,,3767.308325,0,81.10000009,10.0,6.382497081,3173.414368,0.8398,0,,8,,1,1,0,0
Midday,Negative,1115.048663,2010-03-03,10.0,0,0,Inter-Monsoon,0,2010.0,0,1,2010-03-03 12:00:00,3.0,417.9268672,0,81.30294387994701,60.0,4.552008523100565,1011.359446,0.6874,0,3.0,12,2.0,0,0,0,0
Early Morning,Mihiri,3714.805507,,173.0,0,0,,621999,,1,0,,,2994.457295,0,80.79469884,10.0,8.073444859,2922.951739,0.7579,0,,8,,1,1,0,0
Early Morning,Negative,2498.081529,2010-02-07,21.0,0,0,Dry,0,2010.0,1,0,2010-02-07 08:00:00,2.0,6875.40777,0,81.28582871696321,10.0,8.375599251486744,4564.571501,0.2808,0,7.0,8,6.0,1,0,0,0
Night,Madara,33.96331711,,108.0,0,0,,621994,,1,0,,,1215.435532,0,80.33979536,10.0,7.912515116,34.11515722,0.8308,0,,0,,0,1,0,0
Midday,Negative,1070.236594,2009-08-09,10.0,1,0,Southwest-Monsoon,0,2009.0,0,0,2009-08-09 12:00:00,8.0,351.455844,0,82.15071393189739,40.0,7.109222045464598,1675.122865,0.7758,0,9.0,12,6.0,0,0,0,0
Night,Wanamali,2219.768919,2009-12-03 00:00:00,53.0,0,0,Dry,621512,2009.0,1,0,2009-12-03 00:00:00,12.0,2400.019552,0,81.0878123,10.0,6.229464615,1133.497908,0.7581,0,3.0,0,3.0,0,1,0,0
Night,Wira,1871.365331,,50.0,0,0,,621993,,1,0,,,301.6159036,0,80.19697814,10.0,7.968224489,1275.425934,0.8951,0,,0,,1,1,0,0
Early Morning,Sakunthala,2626.209299,,68.0,0,0,,621992,,1,0,,,1283.364428,0,81.15253078,10.0,6.332630773,2312.320015,0.8972,0,,8,,0,1,0,0
Evening,Negative,238.4170497,2010-09-12,15.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-12 20:00:00,9.0,961.332115,0,81.54691097406605,10.0,5.0800914768444265,660.8787428,0.7716,0,12.0,20,6.0,1,0,0,0
Midday,Wira,2939.856727,,53.0,0,0,,621993,,1,0,,,587.8415467,0,80.05046069,10.0,7.821965379,275.4547998,0.7388,0,,12,,0,1,0,0
Midday,Wira,3231.507081,,58.0,0,0,,621993,,0,0,,,834.5601385,0,80.06797726,30.0,7.840762643,911.000302,0.7644,0,,12,,0,1,0,1
Afternoon,Wanamali,4429.002605,2010-04-10 00:00:00,46.0,0,0,Inter-Monsoon,621512,2010.0,0,0,2010-04-10 16:00:00,4.0,2986.810808,0,81.07760308,30.0,6.268256447,3993.863425,0.8229,0,10.0,16,5.0,0,1,0,1
Night,Sugala,217.9811664,,40.0,0,0,,621513,,0,0,,,104.4031788,0,81.63412182,30.0,7.332814021,8695.277148,0.8374,0,,0,,0,1,0,1
Night,Negative,480.4430664,2010-04-04,16.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-04-04 04:00:00,4.0,1449.497527,0,82.72189107790254,10.0,6.178171112970995,5503.669844,0.8402,0,4.0,4,6.0,1,0,0,0
Afternoon,Nancy,1762.738636,2010-02-10 00:00:00,113.0,0,0,Dry,622001,2010.0,0,0,2010-02-10 16:00:00,2.0,2555.748177,0,80.81847814,30.0,8.113961705,6640.290311,0.8783,0,10.0,16,2.0,1,1,0,1
Night,Ekes,3805.563323,2009-08-10 00:00:00,115.0,0,0,Southwest-Monsoon,621996,2009.0,1,0,2009-08-10 04:00:00,8.0,5265.731757,0,81.1798259,10.0,6.560249672,1318.690491,0.8151,0,10.0,4,0.0,0,1,0,0
Midday,Negative,401433.7911,2009-07-02,84.0,0,0,Southwest-Monsoon,0,2009.0,1,0,2009-07-02 12:00:00,7.0,401727.8367,0,83.85617136232631,10.0,5.83522583690342,399051.0405,-0.2,0,2.0,12,3.0,0,0,0,0
Evening,Negative,855.2706685,2009-10-07,18.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-10-07 20:00:00,10.0,1031.943558,0,80.2594165965561,10.0,5.703982633438921,973.6204234,0.8393,0,7.0,20,2.0,0,0,0,0
Evening,Sugala,855.4927293,,14.0,0,0,,621513,,0,0,,,2139.201207,0,81.7822702,30.0,7.288531416,8415.508542,0.6121,0,,20,,0,1,0,1
Evening,Madara,781.8933061,2010-05-05 00:00:00,88.0,0,0,Inter-Monsoon,621994,2010.0,0,0,2010-05-05 20:00:00,5.0,614.4137037,0,80.29550937,30.0,7.953289588,827.0279989,0.7727,0,5.0,20,2.0,0,1,0,1
Night,Negative,1115.048663,2010-09-02,10.0,0,0,Inter-Monsoon-2,0,2010.0,0,1,2010-09-02 00:00:00,9.0,417.9268672,0,81.06246354567047,60.0,5.414762412437127,1011.359446,0.6874,0,2.0,0,3.0,0,0,0,0
Evening,Negative,894.8593567,2010-05-06,12.0,0,0,Inter-Monsoon,0,2010.0,0,0,2010-05-06 20:00:00,5.0,1314.614974,0,80.37157572464565,30.0,5.96116388286627,750.2988052,0.8393,0,6.0,20,3.0,0,0,0,1
Night,Negative,143.5193619,2010-09-12,9.0,1,0,Inter-Monsoon-2,0,2010.0,0,0,2010-09-12 04:00:00,9.0,2754.937194,0,83.67989803381501,40.0,7.916593306366052,5609.338295,0.7429,0,12.0,4,6.0,0,0,0,0
Evening,Negative,401204.4907,2009-05-07,84.0,0,0,Inter-Monsoon,0,2009.0,1,0,2009-05-07 20:00:00,5.0,401510.5496,0,83.75933871782615,10.0,4.531884219641052,398831.7056,-0.2,0,7.0,20,3.0,0,0,0,0
Evening,Negative,401204.4907,2010-05-10,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-10 20:00:00,5.0,401510.5496,0,83.97755513078147,10.0,4.468224789987529,398831.7056,-0.2,0,10.0,20,0.0,0,0,0,0
Midday,Wira,313.9829063,,57.0,0,0,,621993,,1,0,,,847.4438233,0,80.00368654,10.0,7.815870241,284.4238012,0.8254,0,,12,,0,1,0,0
Evening,Mihiri,612.8861835,,144.0,0,0,,621999,,0,0,,,1973.712632,0,80.78311587,30.0,8.094053477,3210.799178,0.868,0,,20,,1,1,0,1
Afternoon,Samudra,607.5156248,2010-09-02 00:00:00,52.0,0,0,Inter-Monsoon-2,621990,2010.0,0,0,2010-09-02 16:00:00,9.0,1628.537213,0,80.95906712,30.0,7.887363801,1370.960072,0.6606,0,2.0,16,3.0,0,1,0,1
Afternoon,Negative,401204.4907,2010-02-07,84.0,0,0,Dry,0,2010.0,1,0,2010-02-07 16:00:00,2.0,401510.5496,0,84.01630735094523,10.0,5.003988380828412,398831.7056,-0.2,0,7.0,16,6.0,0,0,0,0
Night,Sugala,899.9354216,2010-09-07 00:00:00,10.0,1,0,Inter-Monsoon-2,621513,2010.0,0,0,2010-09-07 00:00:00,9.0,1749.313415,0,81.74219088,40.0,7.313762451,1618.030052,0.8221,0,7.0,0,1.0,0,1,0,0
Night,Mihiri,607.3463682,,180.0,0,0,,621999,,1,0,,,3321.455451,0,80.77067157,10.0,8.062631831,567.9923369,0.8812,0,,4,,1,1,0,0
Midday,Wira,1355.471715,2010-02-02 00:00:00,63.0,0,0,Dry,621993,2010.0,1,0,2010-02-02 12:00:00,2.0,886.7928351,0,80.07406402,10.0,7.819820004,1837.289894,0.8596,0,2.0,12,1.0,0,1,0,0
Night,Negative,283.3800832,2009-09-12,15.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-09-12 04:00:00,9.0,318.8917127,0,82.29394259198436,10.0,5.046071967834594,51.41555241,0.829,0,12.0,4,5.0,1,0,0,0
Evening,Ekes,4046.91393,,125.0,0,0,,621996,,1,0,,,4281.055361,0,81.17356042,10.0,6.595187844,13729.82126,0.5517,0,,20,,0,1,0,0
Night,Samudra,2007.70102,2009-12-04 00:00:00,139.0,0,0,Dry,621991,2009.0,1,0,2009-12-04 00:00:00,12.0,2482.244933,0,80.82251418,10.0,8.100576195,4600.235989,0.7495,0,4.0,0,4.0,1,1,0,0
Midday,Negative,401433.7911,2009-08-09,84.0,0,0,Southwest-Monsoon,0,2009.0,1,0,2009-08-09 12:00:00,8.0,401727.8367,0,84.0782350073721,10.0,5.406940502206155,399051.0405,-0.2,0,9.0,12,6.0,0,0,0,0
Night,Udani,249.1023521,,27.0,0,0,,621514,,1,0,,,3481.772913,0,81.70004401,10.0,7.323372545,1027.050864,0.8058,0,,4,,1,1,0,0
Evening,Negative,1070.236594,2009-04-04,10.0,1,0,Inter-Monsoon,0,2009.0,0,0,2009-04-04 20:00:00,4.0,351.455844,0,82.49799391076495,40.0,7.33623536808206,1675.122865,0.7758,0,4.0,20,5.0,0,0,0,0
Night,Negative,143.5193619,2010-04-07,9.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-04-07 00:00:00,4.0,2754.937194,0,83.40818136538603,40.0,8.187840150391114,5609.338295,0.7429,0,7.0,0,2.0,0,0,0,0
Night,Negative,401433.7911,2009-12-05,84.0,0,0,Dry,0,2009.0,1,0,2009-12-05 04:00:00,12.0,401727.8367,0,84.16545660298048,10.0,6.459012619238386,399051.0405,-0.2,0,5.0,4,5.0,0,0,0,0
Night,Negative,1497.822069,2010-03-07,147.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-03-07 00:00:00,3.0,3035.48107,0,80.7485838621228,10.0,8.135101128247243,1928.174239,0.8648,0,7.0,0,6.0,0,0,0,0
Evening,Negative,480.4430664,2010-03-06,16.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-03-06 20:00:00,3.0,1449.497527,0,83.93767237537496,10.0,6.575742265848728,5503.669844,0.8402,0,6.0,20,5.0,1,0,0,0
Night,Negative,401433.7911,2010-09-03,84.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-03 04:00:00,9.0,401727.8367,0,84.30718531804241,10.0,6.103781035043041,399051.0405,-0.2,0,3.0,4,4.0,0,0,0,0
Early Morning,Negative,401204.4907,2010-04-03,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-04-03 08:00:00,4.0,401510.5496,0,83.07601719184976,10.0,4.610047495622722,398831.7056,-0.2,0,3.0,8,5.0,0,0,0,0
Evening,Soma,1079.702219,2009-12-06 00:00:00,18.0,0,0,Dry,621995,2009.0,1,0,2009-12-06 20:00:00,12.0,4200.681844,0,81.18531517,10.0,8.112069496,12741.9107,0.2823,0,6.0,20,6.0,1,1,0,0
Evening,Negative,401918.1251,2010-09-11,84.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-11 20:00:00,9.0,402201.5776,0,84.45415771174075,10.0,5.7698909858590675,399526.6028,-0.2,0,11.0,20,5.0,0,0,0,0
Night,Negative,1115.048663,2009-12-08,10.0,0,0,Dry,0,2009.0,0,1,2009-12-08 04:00:00,12.0,417.9268672,0,81.50977159857764,60.0,4.960362696900127,1011.359446,0.6874,0,8.0,4,1.0,0,0,0,0
Midday,Negative,143.5193619,2009-09-08,9.0,1,0,Inter-Monsoon-2,0,2009.0,0,0,2009-09-08 12:00:00,9.0,2754.937194,0,83.78499874676648,40.0,8.040502885705283,5609.338295,0.7429,0,8.0,12,1.0,0,0,0,0
Evening,Negative,1115.048663,2010-09-02,10.0,0,0,Inter-Monsoon-2,0,2010.0,0,1,2010-09-02 20:00:00,9.0,417.9268672,0,81.10541495594643,60.0,4.780398490431684,1011.359446,0.6874,0,2.0,20,3.0,0,0,0,0
Night,Negative,1115.048663,2010-05-04,10.0,0,0,Inter-Monsoon,0,2010.0,0,1,2010-05-04 00:00:00,5.0,417.9268672,0,80.51759534729341,60.0,4.802995815570017,1011.359446,0.6874,0,4.0,0,1.0,0,0,0,0
Evening,Mihiri,2119.930013,,227.0,0,0,,621999,,1,0,,,2022.250916,0,80.69196201,10.0,7.972080808,934.7315465,0.804,0,,20,,1,1,0,0
Night,Negative,3597.1674,2010-04-10,78.0,0,0,Inter-Monsoon,0,2010.0,0,0,2010-04-10 04:00:00,4.0,2601.375729,0,81.13096247549724,30.0,6.453464148822441,570.0986427,0.5824,0,10.0,4,5.0,1,0,0,1
Early Morning,Hurululiya,1139.014575,2010-02-09 00:00:00,166.0,0,0,Dry,621998,2010.0,1,0,2010-02-09 08:00:00,2.0,608.7852041,0,80.80293835,10.0,8.095338934,3495.451544,0.8208,0,9.0,8,1.0,1,1,0,0
Midday,Negative,1503.124739,2010-04-09,73.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-04-09 12:00:00,4.0,7156.795871,0,81.53952940700368,10.0,7.780088679671893,694.6292843,0.8481,0,9.0,12,4.0,1,0,0,0
Night,Madara,809.2294288,,102.0,0,0,,621994,,1,0,,,598.8977614,0,80.30529567,10.0,7.982123202,1278.137315,0.8115,0,,4,,0,1,0,0
Night,Mihiri,532.9135782,,166.0,0,0,,621999,,1,0,,,3435.498044,0,80.77067099,10.0,8.063663013,681.2009667,0.7193,0,,4,,1,1,0,0
Night,Negative,1070.236594,2009-11-01,10.0,1,0,Inter-Monsoon-2,0,2009.0,0,0,2009-11-01 04:00:00,11.0,351.455844,0,82.05987177722308,40.0,7.269273942932252,1675.122865,0.7758,0,1.0,4,6.0,0,0,0,0
Night,Negative,1070.236594,2009-09-12,10.0,1,0,Inter-Monsoon-2,0,2009.0,0,0,2009-09-12 04:00:00,9.0,351.455844,0,84.41522014446447,40.0,7.222734087901114,1675.122865,0.7758,0,12.0,4,5.0,0,0,0,0
Midday,Madara,1773.17047,,95.0,0,0,,621994,,1,0,,,744.4550608,0,80.29628327,10.0,7.999465135,904.0849622,0.8353,0,,12,,0,1,0,0
Night,Negative,401204.4907,2010-04-04,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-04-04 04:00:00,4.0,401510.5496,0,84.00742068160639,10.0,4.5271128781201275,398831.7056,-0.2,0,4.0,4,6.0,0,0,0,0
Afternoon,Samudra,1341.561048,,137.0,0,0,,621990,,0,0,,,2027.264805,0,80.80526033,30.0,8.117564736,2069.779663,0.9049,0,,16,,1,1,0,1
Afternoon,Negative,5109.21844,2010-05-05,18.0,0,0,Inter-Monsoon,0,2010.0,0,0,2010-05-05 16:00:00,5.0,3816.11333,0,82.04444119249715,30.0,8.290180887108061,4631.218098,0.5307,0,5.0,16,2.0,1,0,0,1
Afternoon,Hurululiya,2712.528383,,130.0,0,0,,621998,,0,0,,,1909.45303,0,80.79092618,30.0,8.085292503,4167.554757,0.7897,0,,16,,1,1,0,1
Evening,Negative,225.8991195,2010-09-06,15.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-06 20:00:00,9.0,963.1471465,0,81.51715492866511,10.0,5.533708939094845,681.9496245,0.7716,0,6.0,20,0.0,1,0,0,0
Midday,Negative,1115.048663,2009-10-09,10.0,0,0,Inter-Monsoon-2,0,2009.0,0,1,2009-10-09 12:00:00,10.0,417.9268672,0,81.50116493092196,60.0,5.079725867790346,1011.359446,0.6874,0,9.0,12,4.0,0,0,0,0
Evening,Sugala,2041.831429,2010-01-02 00:00:00,44.0,0,0,Dry,621513,2010.0,1,0,2010-01-02 20:00:00,1.0,2241.993824,0,81.67395093,10.0,7.364405301,3096.497348,0.7171,0,2.0,20,5.0,0,1,0,0
Afternoon,Samudra,2709.96205,,139.0,0,0,,621990,,1,0,,,2118.841085,0,80.78079765,10.0,8.100917733,2521.155734,0.868,0,,16,,1,1,0,0
Night,Sakunthala,1512.636839,2010-02-04 00:00:00,70.0,0,0,Dry,621992,2010.0,1,0,2010-02-04 04:00:00,2.0,2299.942434,0,81.08454788,10.0,6.390225286,1097.314441,0.8299,0,4.0,4,3.0,1,1,0,0
Evening,Negative,1492.420043,2010-03-08,73.0,0,0,Inter-Monsoon,0,2010.0,0,0,2010-03-08 20:00:00,3.0,994.7515908,0,80.47746905949828,30.0,6.248587964098796,10301.99663,0.7237,0,8.0,20,0.0,0,0,0,1
Midday,Negative,143.5193619,2010-05-01,9.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-05-01 12:00:00,5.0,2754.937194,0,82.59459576492883,40.0,7.912250917279593,5609.338295,0.7429,0,1.0,12,5.0,0,0,0,0
Night,Negative,480.4430664,2009-02-11,16.0,0,0,Dry,0,2009.0,1,0,2009-02-11 04:00:00,2.0,1449.497527,0,82.21177381767586,10.0,6.520898262995836,5503.669844,0.8402,0,11.0,4,2.0,1,0,0,0
Afternoon,Negative,2215.918331,2009-10-04,15.0,0,0,Inter-Monsoon-2,0,2009.0,0,0,2009-10-04 16:00:00,10.0,3918.106633,0,81.73040528726256,30.0,6.8715251813678675,328.0504113,0.8722,0,4.0,16,6.0,1,0,0,1
Afternoon,Madara,121.8661821,2010-03-06 00:00:00,95.0,1,0,Inter-Monsoon,621994,2010.0,0,0,2010-03-06 16:00:00,3.0,1349.855775,0,80.35447235,40.0,8.017740623,864.1565869,0.7868,0,6.0,16,5.0,0,1,0,0
Early Morning,Negative,225.8991195,2010-09-09,15.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-09 08:00:00,9.0,963.1471465,0,81.88987742685718,10.0,4.951161576015786,681.9496245,0.7716,0,9.0,8,3.0,1,0,0,0
Night,Negative,480.4430664,2009-10-02,16.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-10-02 04:00:00,10.0,1449.497527,0,82.44539091605483,10.0,6.676960325213636,5503.669844,0.8402,0,2.0,4,4.0,1,0,0,0
Night,Sakunthala,668.1349477,2009-12-05 00:00:00,65.0,0,0,Dry,621992,2009.0,0,0,2009-12-05 04:00:00,12.0,1920.458834,0,81.13390244,30.0,6.321735258,1972.5977,0.8063,0,5.0,4,5.0,0,1,0,1
Night,Kala,1225.835476,,138.0,0,0,,621991,,1,0,,,768.7129762,0,80.53712357,10.0,7.960838225,1742.579993,0.2676,0,,0,,1,1,0,0
Afternoon,Soma,757.7222844,,13.0,0,1,,621995,,0,0,,,4074.787274,0,81.17055663,90.0,8.113360397,12142.78474,0.4296,0,,16,,1,1,0,0
Early Morning,Udani,3227.787499,,29.0,0,0,,621514,,1,0,,,2943.93191,0,81.68082115,10.0,7.348176859,4258.645267,0.839,0,,8,,0,1,0,0
Early Morning,Negative,1115.048663,2010-09-05,10.0,0,0,Inter-Monsoon-2,0,2010.0,0,1,2010-09-05 08:00:00,9.0,417.9268672,0,81.20430002491447,60.0,4.537196198548973,1011.359446,0.6874,0,5.0,8,6.0,0,0,0,0
Evening,Negative,1070.236594,2010-03-01,10.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-03-01 20:00:00,3.0,351.455844,0,83.77498751056838,40.0,7.829614073684693,1675.122865,0.7758,0,1.0,20,0.0,0,0,0,0
Evening,Soma,775.8195898,2010-03-07 00:00:00,20.0,0,0,Inter-Monsoon,621995,2010.0,0,0,2010-03-07 20:00:00,3.0,5332.230498,0,81.17183991,30.0,8.100053975,10866.28303,0.6577,0,7.0,20,6.0,1,1,0,1
Midday,Sugala,1325.347423,,62.0,0,0,,621513,,1,0,,,1353.574493,0,81.6455455,10.0,7.332300274,7832.178864,0.7965,0,,12,,0,1,0,0
Early Morning,Negative,1551.233711,2009-11-04,198.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-04 08:00:00,11.0,700.479064,0,80.87177639454133,10.0,7.394622893478058,3485.54485,0.7697,0,4.0,8,2.0,0,0,0,0
Night,Negative,480.4430664,2010-05-12,16.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-12 04:00:00,5.0,1449.497527,0,82.93154435157493,10.0,6.389599658941069,5503.669844,0.8402,0,12.0,4,2.0,1,0,0,0
Evening,Negative,2268.683864,2009-12-07,321.0,0,0,Dry,0,2009.0,1,0,2009-12-07 20:00:00,12.0,1174.857099,0,80.59921270588826,10.0,7.3608777614439544,1295.437886,0.7293,0,7.0,20,0.0,0,0,0,0
Midday,Negative,1115.048663,2010-03-08,10.0,0,0,Inter-Monsoon,0,2010.0,0,1,2010-03-08 12:00:00,3.0,417.9268672,0,80.59144010029907,60.0,4.757897394969205,1011.359446,0.6874,0,8.0,12,0.0,0,0,0,0
Night,Wira,2767.790184,,56.0,0,0,,621993,,0,0,,,778.6209965,0,80.07630019,30.0,7.833979528,304.9831681,0.8661,0,,0,,0,1,0,1
Midday,Samudra,2020.359815,,131.0,0,0,,621990,,0,0,,,2816.288124,0,80.81367294,30.0,8.121512491,6178.470207,0.7721,0,,12,,1,1,0,1
Afternoon,Negative,283.3800832,2010-09-03,15.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-03 16:00:00,9.0,318.8917127,0,82.70193270424224,10.0,5.378470582651408,51.41555241,0.829,0,3.0,16,4.0,1,0,0,0
Night,Negative,283.3800832,2010-09-02,15.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-02 00:00:00,9.0,318.8917127,0,82.47889418611612,10.0,5.227935020729772,51.41555241,0.829,0,2.0,0,3.0,1,0,0,0
Night,Kala,1047.199402,2010-02-10 00:00:00,134.0,0,0,Dry,621991,2010.0,1,0,2010-02-10 04:00:00,2.0,1756.573281,0,80.55592307,10.0,7.969677942,1241.607931,0.74,0,10.0,4,2.0,1,1,0,0
Evening,Negative,401433.7911,2010-04-07,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-04-07 20:00:00,4.0,401727.8367,0,84.24899304642678,10.0,5.18914993504992,399051.0405,-0.2,0,7.0,20,2.0,0,0,0,0
Midday,Negative,1070.236594,2010-05-03,10.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-05-03 12:00:00,5.0,351.455844,0,83.88802916076618,40.0,7.223549190129878,1675.122865,0.7758,0,3.0,12,0.0,0,0,0,0
Evening,Kumari,277.9207866,,50.0,0,0,,622000,,0,0,,,1266.549322,0,80.18762336,30.0,7.950107836,211.020339,0.8552,0,,20,,1,1,0,1
Night,Ekes,4698.805551,2010-09-08 00:00:00,103.0,0,0,Inter-Monsoon-2,621996,2010.0,1,0,2010-09-08 04:00:00,9.0,6254.58266,0,81.1871193,10.0,6.567465775,867.0233012,0.8683,0,8.0,4,2.0,0,1,0,0
Night,Wanamali,3717.778683,2010-04-11 00:00:00,55.0,0,0,Inter-Monsoon,621512,2010.0,1,0,2010-04-11 04:00:00,4.0,3314.185909,0,81.07905764,10.0,6.261905781,4671.451751,0.8229,0,11.0,4,6.0,0,1,0,0
