TimeOfDay,Name,RoadDistance,Date_parsed,Elevation,LC_40.0,LC_90.0,Season,EleID,Year,LC_10.0,LC_60.0,Datetime_standard,Month,HumanDistance,LC_50.0,longitude,LandCover2,latitude,WaterDistance,NDVI_normalized,LC_20.0,Day,Hour,DayOfWeek,Protected,ElephantPresent,LC_80.0,LC_30.0
Afternoon,Negative,1704.866377,2010-01-10,28.0,0,0,Dry,0,2010.0,1,0,2010-01-10 16:00:00,1.0,3853.676619,0,81.72057022502727,10.0,6.908252433160373,2769.171735,0.8738,0,10.0,16,6.0,1,0,0,0
Afternoon,Negative,533.5197161,2010-01-12,30.0,0,0,Dry,0,2010.0,0,0,2010-01-12 16:00:00,1.0,766.2525385,0,79.94770606973766,30.0,7.647830113537331,945.2696653,0.8387,0,12.0,16,1.0,0,0,0,1
Early Morning,Wira,2207.947917,,99.0,0,0,,621993,,1,0,,,733.3971866,0,80.20401306,10.0,7.838617737,703.3941933,0.7675,0,,8,,0,1,0,0
Afternoon,Negative,401204.4907,2010-02-02,84.0,0,0,Dry,0,2010.0,1,0,2010-02-02 16:00:00,2.0,401510.5496,0,83.34957350857107,10.0,4.697255647175733,398831.7056,-0.2,0,2.0,16,1.0,0,0,0,0
Early Morning,Wanamali,3001.54317,,51.0,0,0,,621512,,1,0,,,4061.15414,0,81.09691114,10.0,6.206548909,295.817587,0.8009,0,,8,,0,1,0,0
Early Morning,Negative,401204.4907,2010-03-05,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-03-05 08:00:00,3.0,401510.5496,0,83.24778464484851,10.0,5.2805048018195,398831.7056,-0.2,0,5.0,8,4.0,0,0,0,0
Afternoon,Hurululiya,955.2209454,,149.0,0,0,,621998,,0,0,,,4252.810472,0,80.77083743,30.0,8.074309605,1856.891608,0.8639,0,,16,,1,1,0,1
Afternoon,Samudra,1466.018069,,53.0,0,0,,621990,,0,0,,,654.1204205,0,80.95829718,30.0,7.875613486,2553.72345,0.5738,0,,16,,0,1,0,1
Midday,Sakunthala,1440.781119,,39.0,0,0,,621992,,1,0,,,2581.751178,0,81.18376882,10.0,6.280189044,2141.583143,0.8792,0,,12,,0,1,0,0
Midday,Kala,2599.30278,,137.0,0,0,,621991,,1,0,,,2605.843156,0,80.55008206,10.0,7.992420554,2505.347765,0.7057,0,,12,,1,1,0,0
Early Morning,Wira,2848.514675,,51.0,0,0,,621993,,1,0,,,451.8757679,0,80.06651542,10.0,7.837412955,1190.891236,0.7644,0,,8,,0,1,0,0
Early Morning,Sakunthala,2333.806136,2010-04-01 00:00:00,76.0,0,0,Inter-Monsoon,621992,2010.0,1,0,2010-04-01 08:00:00,4.0,1588.363967,0,81.14978223,10.0,6.332884866,2291.069658,0.8972,0,1.0,8,3.0,0,1,0,0
Afternoon,Madara,1520.994078,2010-01-04 00:00:00,91.0,0,0,Dry,621994,2010.0,1,0,2010-01-04 16:00:00,1.0,870.7234879,0,80.29782875,10.0,7.997749235,679.7163599,0.8353,0,4.0,16,0.0,0,1,0,0
Night,Udani,753.4863691,2009-11-05 00:00:00,18.0,0,0,Inter-Monsoon-2,621514,2009.0,1,0,2009-11-05 04:00:00,11.0,3824.151602,0,81.73214307,10.0,7.262863835,2884.784918,0.6542,0,5.0,4,3.0,0,1,0,0
Night,Negative,143.5193619,2010-09-11,9.0,1,0,Inter-Monsoon-2,0,2010.0,0,0,2010-09-11 04:00:00,9.0,2754.937194,0,83.01889701405115,40.0,8.360194091290111,5609.338295,0.7429,0,11.0,4,5.0,0,0,0,0
Midday,Udani,966.4357785,2010-09-09 00:00:00,12.0,0,0,Inter-Monsoon-2,621514,2010.0,1,0,2010-09-09 12:00:00,9.0,4059.849406,0,81.73402885,10.0,7.263891935,3122.050099,0.6811,0,9.0,12,3.0,0,1,0,0
Evening,Madara,155.271922,2010-02-02 00:00:00,135.0,0,0,Dry,621994,2010.0,1,0,2010-02-02 20:00:00,2.0,222.9952688,0,80.29825554,10.0,7.965649591,29.26362774,0.8027,0,2.0,20,1.0,0,1,0,0
Afternoon,Wira,3273.360185,,55.0,0,0,,621993,,0,0,,,1031.43029,0,80.07303957,30.0,7.840158792,467.2738066,0.7644,0,,16,,0,1,0,1
Early Morning,Negative,1115.048663,2010-09-12,10.0,0,0,Inter-Monsoon-2,0,2010.0,0,1,2010-09-12 08:00:00,9.0,417.9268672,0,80.03643902804892,60.0,4.582726037984599,1011.359446,0.6874,0,12.0,8,6.0,0,0,0,0
Evening,Kumari,1000.348289,,63.0,1,0,,622000,,0,0,,,1916.950905,0,80.12780131,40.0,7.9106246,393.4354727,0.7813,0,,20,,1,1,0,0
Evening,Negative,1070.236594,2010-01-01,10.0,1,0,Dry,0,2010.0,0,0,2010-01-01 20:00:00,1.0,351.455844,0,83.61259196980475,40.0,7.4661299896838695,1675.122865,0.7758,0,1.0,20,4.0,0,0,0,0
Night,Nalagiri,4115.231415,,116.0,0,0,,621997,,0,0,,,1904.344063,0,81.28342402,30.0,7.612538314,5878.60717,0.787,0,,4,,1,1,0,1
Midday,Negative,401204.4907,2010-02-12,84.0,0,0,Dry,0,2010.0,1,0,2010-02-12 12:00:00,2.0,401510.5496,0,83.79189704273779,10.0,5.64322914640434,398831.7056,-0.2,0,12.0,12,4.0,0,0,0,0
Evening,Negative,1115.048663,2010-02-09,10.0,0,0,Dry,0,2010.0,0,1,2010-02-09 20:00:00,2.0,417.9268672,0,80.46462177004274,60.0,5.426620595145987,1011.359446,0.6874,0,9.0,20,1.0,0,0,0,0
Night,Madara,2179.80047,,127.0,0,0,,621994,,1,0,,,322.7124195,0,80.32778408,10.0,7.990535968,122.2129658,0.7953,0,,4,,0,1,0,0
Early Morning,Soma,2130.478352,2010-03-01 00:00:00,26.0,0,0,Inter-Monsoon,621995,2010.0,1,0,2010-03-01 08:00:00,3.0,5808.566801,0,81.15433059,10.0,8.098939334,10028.26592,0.6662,0,1.0,8,0.0,1,1,0,0
Afternoon,Negative,1859.433419,2009-10-06,82.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-10-06 16:00:00,10.0,3882.791654,0,81.26190640730371,10.0,6.417068835333656,3206.188959,0.8862,0,6.0,16,1.0,1,0,0,0
Afternoon,Soma,1385.945779,2009-12-09 00:00:00,17.0,0,0,Dry,621995,2009.0,1,0,2009-12-09 16:00:00,12.0,3713.021525,0,81.17604987,10.0,8.117220473,12778.27551,0.4307,0,9.0,16,2.0,1,1,0,0
Midday,Negative,225.8991195,2009-09-08,15.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-09-08 12:00:00,9.0,963.1471465,0,81.51365884845924,10.0,5.763089880077562,681.9496245,0.7716,0,8.0,12,1.0,1,0,0,0
Early Morning,Madara,645.8562982,,101.0,0,0,,621994,,1,0,,,1026.719708,0,80.28881123,10.0,7.996711737,1231.102477,0.791,0,,8,,0,1,0,0
Evening,Sakunthala,948.310671,,32.0,0,0,,621992,,0,0,,,4121.245158,0,81.15630772,30.0,6.294436669,300.3335799,0.7906,0,,20,,0,1,0,1
Night,Hurululiya,3295.34985,,228.0,0,0,,621998,,1,0,,,3207.781539,0,80.66638702,10.0,7.956122976,3952.756467,0.8436,0,,4,,1,1,0,0
Evening,Babar,3931.359826,,33.0,0,0,,621997,,1,0,,,5574.862003,0,81.72046715,10.0,6.822984918,3467.949003,0.8032,0,,20,,1,1,0,0
Midday,Negative,401918.1251,2010-04-09,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-04-09 12:00:00,4.0,402201.5776,0,84.49152787907566,10.0,6.295235622491072,399526.6028,-0.2,0,9.0,12,4.0,0,0,0,0
Evening,Ekes,1600.47866,,116.0,0,0,,621996,,0,0,,,6001.461878,0,81.20505818,30.0,6.592787732,13736.96512,0.6866,0,,20,,0,1,0,1
Midday,Hurululiya,487.2863731,,146.0,0,0,,621998,,0,0,,,1601.698381,0,80.78783669,30.0,8.092075003,3398.120753,0.7897,0,,12,,1,1,0,1
Night,Negative,238.4170497,2009-12-10,15.0,0,0,Dry,0,2009.0,1,0,2009-12-10 04:00:00,12.0,961.332115,0,81.29780310429975,10.0,5.701849695699656,660.8787428,0.7716,0,10.0,4,3.0,1,0,0,0
Early Morning,Sakunthala,1424.946897,,31.0,0,0,,621992,,1,0,,,4208.310958,0,81.13939949,10.0,6.287566347,975.8221461,0.7008,0,,8,,0,1,0,0
Midday,Ekes,5417.040341,2009-10-12 00:00:00,117.0,0,0,Inter-Monsoon-2,621996,2009.0,0,0,2009-10-12 12:00:00,10.0,5158.80952,0,81.17750877,30.0,6.581626388,925.1287622,0.7526,0,12.0,12,0.0,0,1,0,1
Night,Wira,875.2855841,,50.0,0,0,,621993,,1,0,,,914.272603,0,80.05844229,10.0,7.817678101,726.9640642,0.8488,0,,0,,0,1,0,0
Night,Negative,3697.092514,2010-04-07,71.0,0,0,Inter-Monsoon,0,2010.0,0,0,2010-04-07 04:00:00,4.0,2648.229121,0,81.29335052894916,30.0,7.089278740066319,14925.6064,0.8992,0,7.0,4,2.0,1,0,0,1
Evening,Negative,143.5193619,2009-11-09,9.0,1,0,Inter-Monsoon-2,0,2009.0,0,0,2009-11-09 20:00:00,11.0,2754.937194,0,83.8135313453257,40.0,8.221262640297512,5609.338295,0.7429,0,9.0,20,0.0,0,0,0,0
Night,Udani,3818.720031,,39.0,0,0,,621514,,1,0,,,2518.482429,0,81.68013463,10.0,7.355477381,3536.005517,0.8631,0,,0,,0,1,0,0
Early Morning,Negative,5109.21844,2010-01-07,18.0,0,0,Dry,0,2010.0,0,0,2010-01-07 08:00:00,1.0,3816.11333,0,81.7540400117508,30.0,8.31801685279855,4631.218098,0.5307,0,7.0,8,3.0,1,0,0,1
Afternoon,Hurululiya,904.3674753,2010-05-02 00:00:00,153.0,0,0,Inter-Monsoon,621998,2010.0,0,0,2010-05-02 16:00:00,5.0,677.293539,0,80.79676135,30.0,8.105204498,2210.975378,0.9195,0,2.0,16,6.0,1,1,0,1
Night,Sakunthala,1188.872105,2009-12-06 00:00:00,68.0,0,0,Dry,621992,2009.0,1,0,2009-12-06 04:00:00,12.0,1898.067537,0,81.13896586,10.0,6.322765194,2063.368778,0.8832,0,6.0,4,6.0,0,1,0,0
Early Morning,Negative,6801.599544,2009-11-03,149.0,0,0,Inter-Monsoon-2,0,2009.0,0,0,2009-11-03 08:00:00,11.0,7597.413002,0,81.01538870522307,30.0,7.451930371395575,4631.796713,0.81,0,3.0,8,1.0,1,0,0,1
Night,Negative,1743.103795,2010-01-03,62.0,0,0,Dry,0,2010.0,1,0,2010-01-03 04:00:00,1.0,3921.657608,0,81.47807695993127,10.0,7.419860447186782,1506.138917,0.7903,0,3.0,4,6.0,1,0,0,0
Midday,Negative,3082.503458,2010-09-01,91.0,0,0,Inter-Monsoon-2,0,2010.0,0,0,2010-09-01 12:00:00,9.0,5281.935495,0,81.02013264359839,30.0,7.636517241426429,17388.882,-0.2,0,1.0,12,2.0,1,0,0,1
Night,Negative,1103.623085,2009-11-07,11.0,0,0,Inter-Monsoon-2,0,2009.0,0,0,2009-11-07 04:00:00,11.0,1688.341447,0,82.12818456690178,30.0,8.04243787099238,5533.143417,0.8288,0,7.0,4,5.0,0,0,0,1
Evening,Negative,1233.423094,2009-08-10,44.0,0,0,Southwest-Monsoon,0,2009.0,1,0,2009-08-10 20:00:00,8.0,914.9704122,0,80.06453535012321,10.0,6.836929484436634,1509.73285,0.8271,0,10.0,20,0.0,0,0,0,0
Midday,Negative,143.5193619,2010-04-04,9.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-04-04 12:00:00,4.0,2754.937194,0,82.78485617513415,40.0,8.369098055702999,5609.338295,0.7429,0,4.0,12,6.0,0,0,0,0
Afternoon,Hurululiya,611.8856409,,152.0,0,0,,621998,,0,0,,,201.1283767,0,80.80122902,30.0,8.10134429,2829.998726,0.8208,0,,16,,1,1,0,1
Evening,Ekes,2865.478943,2009-09-02 00:00:00,123.0,1,0,Inter-Monsoon-2,621996,2009.0,0,0,2009-09-02 20:00:00,9.0,4107.135709,0,81.18814634,40.0,6.604454774,408.0761986,0.595,0,2.0,20,2.0,0,1,0,0
Early Morning,Madara,841.463718,2010-02-06 00:00:00,102.0,0,0,Dry,621994,2010.0,1,0,2010-02-06 08:00:00,2.0,598.8829579,0,80.30537659,10.0,7.982557494,1243.935737,0.8115,0,6.0,8,5.0,0,1,0,0
Midday,Negative,283.3800832,2010-01-03,15.0,0,0,Dry,0,2010.0,1,0,2010-01-03 12:00:00,1.0,318.8917127,0,82.26314685499831,10.0,5.2163766196360575,51.41555241,0.829,0,3.0,12,6.0,1,0,0,0
Evening,Ekes,2882.392117,,108.0,0,0,,621996,,0,0,,,6984.85543,0,81.21467326,30.0,6.569526273,1625.806612,0.7492,0,,20,,0,1,0,1
Night,Negative,401204.4907,2009-08-09,84.0,0,0,Southwest-Monsoon,0,2009.0,1,0,2009-08-09 04:00:00,8.0,401510.5496,0,83.86649405505916,10.0,5.211657858551567,398831.7056,-0.2,0,9.0,4,6.0,0,0,0,0
Night,Negative,3176.467656,2009-10-07,111.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-10-07 04:00:00,10.0,4880.708394,0,81.43257739742758,10.0,7.795884909543476,3662.696715,0.8368,0,7.0,4,2.0,1,0,0,0
Night,Negative,401204.4907,2010-02-12,84.0,0,0,Dry,0,2010.0,1,0,2010-02-12 04:00:00,2.0,401510.5496,0,83.43199624217965,10.0,5.382048259751277,398831.7056,-0.2,0,12.0,4,4.0,0,0,0,0
Early Morning,Negative,143.5193619,2010-02-06,9.0,1,0,Dry,0,2010.0,0,0,2010-02-06 08:00:00,2.0,2754.937194,0,82.0844720977502,40.0,7.873508848101521,5609.338295,0.7429,0,6.0,8,5.0,0,0,0,0
Night,Negative,1115.048663,2010-03-01,10.0,0,0,Inter-Monsoon,0,2010.0,0,1,2010-03-01 04:00:00,3.0,417.9268672,0,80.35920847696546,60.0,4.384535239205728,1011.359446,0.6874,0,1.0,4,0.0,0,0,0,0
Night,Negative,401433.7911,2010-05-02,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-02 00:00:00,5.0,401727.8367,0,84.35076069932852,10.0,5.11714521687021,399051.0405,-0.2,0,2.0,0,6.0,0,0,0,0
Night,Negative,480.4430664,2009-10-04,16.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-10-04 00:00:00,10.0,1449.497527,0,82.36505881270824,10.0,6.734153928800973,5503.669844,0.8402,0,4.0,0,6.0,1,0,0,0
Night,Ekes,3261.429955,,122.0,0,0,,621996,,1,0,,,4925.173118,0,81.17218637,10.0,6.571758974,437.7737526,0.8524,0,,4,,0,1,0,0
Evening,Madara,1246.435408,,102.0,0,0,,621994,,0,0,,,725.7235203,0,80.30494993,30.0,7.988047042,790.7128991,0.8414,0,,20,,0,1,0,1
Early Morning,Kala,1498.626525,,144.0,0,0,,621991,,1,0,,,540.7759163,0,80.58596451,10.0,7.970794478,4566.608158,0.7469,0,,8,,0,1,0,0
Night,Udani,2331.380023,,42.0,0,0,,621514,,1,0,,,1209.213035,0,81.67910163,10.0,7.373243724,2015.772681,0.8262,0,,4,,0,1,0,0
Early Morning,Madara,762.8832031,,102.0,0,0,,621994,,1,0,,,628.931274,0,80.29439375,10.0,7.867713626,204.7515513,0.8178,0,,8,,0,1,0,0
Midday,Negative,480.4430664,2010-05-03,16.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-03 12:00:00,5.0,1449.497527,0,82.37099883622574,10.0,6.49367627805052,5503.669844,0.8402,0,3.0,12,0.0,1,0,0,0
Evening,Negative,225.8991195,2009-11-12,15.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-12 20:00:00,11.0,963.1471465,0,82.31471172833271,10.0,4.259766532057318,681.9496245,0.7716,0,12.0,20,3.0,1,0,0,0
Night,Sugala,612.9831968,2009-09-09 00:00:00,9.0,1,0,Inter-Monsoon-2,621513,2009.0,0,0,2009-09-09 00:00:00,9.0,2900.549102,0,81.78570097,40.0,7.281922601,8546.52424,0.6121,0,9.0,0,2.0,0,1,0,0
Night,Negative,143.5193619,2009-07-07,9.0,1,0,Southwest-Monsoon,0,2009.0,0,0,2009-07-07 04:00:00,7.0,2754.937194,0,83.26800743854892,40.0,7.971465271481435,5609.338295,0.7429,0,7.0,4,1.0,0,0,0,0
Midday,Negative,1115.048663,2009-11-02,10.0,0,0,Inter-Monsoon-2,0,2009.0,0,1,2009-11-02 12:00:00,11.0,417.9268672,0,81.22253093018928,60.0,5.849013488496156,1011.359446,0.6874,0,2.0,12,0.0,0,0,0,0
Midday,Negative,4079.924825,2010-05-07,137.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-07 12:00:00,5.0,328.8339681,0,80.39021624078889,10.0,7.57371687143011,903.1359327,0.6552,0,7.0,12,4.0,1,0,0,0
Afternoon,Madara,637.754335,,131.0,0,0,,621994,,1,0,,,863.5894566,0,80.29542214,10.0,7.860334674,256.867857,0.8067,0,,16,,1,1,0,0
Midday,Negative,143.5193619,2010-02-11,9.0,1,0,Dry,0,2010.0,0,0,2010-02-11 12:00:00,2.0,2754.937194,0,82.56541627797786,40.0,7.591805100179258,5609.338295,0.7429,0,11.0,12,3.0,0,0,0,0
Evening,Negative,401204.4907,2010-02-03,84.0,0,0,Dry,0,2010.0,1,0,2010-02-03 20:00:00,2.0,401510.5496,0,83.38973776644754,10.0,5.314517315362536,398831.7056,-0.2,0,3.0,20,2.0,0,0,0,0
Early Morning,Sakunthala,2931.721636,,38.0,0,0,,621992,,1,0,,,3780.356618,0,81.15029703,10.0,6.299585716,1045.442208,0.8881,0,,8,,0,1,0,0
Midday,Kala,2197.930589,2010-09-08 00:00:00,130.0,0,0,Inter-Monsoon-2,621991,2010.0,1,0,2010-09-08 12:00:00,9.0,539.2797099,0,80.58776726,10.0,7.964618306,3864.953383,0.7502,0,8.0,12,2.0,0,1,0,0
Midday,Ekes,5886.686786,,137.0,0,0,,621996,,1,0,,,4801.924213,0,81.17201677,10.0,6.578362673,876.9142938,0.7208,0,,12,,0,1,0,0
Evening,Negative,1115.048663,2010-05-03,10.0,0,0,Inter-Monsoon,0,2010.0,0,1,2010-05-03 20:00:00,5.0,417.9268672,0,80.96694077388295,60.0,4.42673001583945,1011.359446,0.6874,0,3.0,20,0.0,0,0,0,0
Evening,Negative,143.5193619,2010-01-03,9.0,1,0,Dry,0,2010.0,0,0,2010-01-03 20:00:00,1.0,2754.937194,0,82.10817391955982,40.0,7.747032074866604,5609.338295,0.7429,0,3.0,20,6.0,0,0,0,0
Evening,Wira,456.5774586,2009-10-08 00:00:00,54.0,0,0,Inter-Monsoon-2,621993,2009.0,1,0,2009-10-08 20:00:00,10.0,256.8682265,0,80.14873549,10.0,7.818620453,1752.219163,0.7313,0,8.0,20,3.0,0,1,0,0
Evening,Kala,2496.318967,,131.0,0,0,,621991,,1,0,,,1799.77859,0,80.57437134,10.0,8.003065475,1503.587236,-0.0686,0,,20,,1,1,0,0
Early Morning,Sugala,1593.089525,,35.0,0,0,,621513,,1,0,,,1627.351766,0,81.65198067,10.0,7.315475838,218.5361196,0.8856,0,,8,,0,1,0,0
Early Morning,Negative,480.4430664,2009-11-12,16.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-12 08:00:00,11.0,1449.497527,0,83.9125422307157,10.0,6.492995112464546,5503.669844,0.8402,0,12.0,8,3.0,1,0,0,0
Evening,Ekes,534.1417623,,132.0,0,0,,621996,,1,0,,,3590.260883,0,81.16695241,10.0,6.609347207,12384.75726,0.7032,0,,20,,0,1,0,0
Night,Negative,143.5193619,2010-03-10,9.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-03-10 00:00:00,3.0,2754.937194,0,82.28054677790837,40.0,7.772909945739004,5609.338295,0.7429,0,10.0,0,2.0,0,0,0,0
Evening,Negative,1551.233711,2009-03-07,198.0,0,0,Inter-Monsoon,0,2009.0,1,0,2009-03-07 20:00:00,3.0,700.479064,0,80.8114075092621,10.0,7.358828641629962,3485.54485,0.7697,0,7.0,20,5.0,0,0,0,0
Midday,Negative,143.5193619,2010-05-07,9.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-05-07 12:00:00,5.0,2754.937194,0,82.08716461657399,40.0,7.802157077527289,5609.338295,0.7429,0,7.0,12,4.0,0,0,0,0
Early Morning,Negative,143.5193619,2010-04-10,9.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-04-10 08:00:00,4.0,2754.937194,0,83.95086635150045,40.0,8.02003774442978,5609.338295,0.7429,0,10.0,8,5.0,0,0,0,0
Night,Negative,1115.048663,2009-11-09,10.0,0,0,Inter-Monsoon-2,0,2009.0,0,1,2009-11-09 04:00:00,11.0,417.9268672,0,81.14582556679079,60.0,5.831511286846042,1011.359446,0.6874,0,9.0,4,0.0,0,0,0,0
Evening,Negative,401204.4907,2009-03-02,84.0,0,0,Inter-Monsoon,0,2009.0,1,0,2009-03-02 20:00:00,3.0,401510.5496,0,83.93845415769673,10.0,4.536776867692461,398831.7056,-0.2,0,2.0,20,0.0,0,0,0,0
Night,Nancy,4907.172334,,128.0,0,0,,622001,,1,0,,,2565.026361,0,80.84328006,10.0,8.128037705,4418.052517,0.5859,0,,4,,1,1,0,0
Afternoon,Negative,1070.236594,2009-10-09,10.0,1,0,Inter-Monsoon-2,0,2009.0,0,0,2009-10-09 16:00:00,10.0,351.455844,0,84.37677820935541,40.0,7.3560871010935385,1675.122865,0.7758,0,9.0,16,4.0,0,0,0,0
Evening,Negative,10930.02806,2010-05-07,77.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-07 20:00:00,5.0,5455.066476,0,81.71322374970451,10.0,6.5278061089112835,4866.28736,0.8816,0,7.0,20,4.0,1,0,0,0
Night,Negative,401204.4907,2009-12-07,84.0,0,0,Dry,0,2009.0,1,0,2009-12-07 00:00:00,12.0,401510.5496,0,83.94917054648276,10.0,4.825274727600469,398831.7056,-0.2,0,7.0,0,0.0,0,0,0,0
Night,Udani,1393.777966,2010-05-04 00:00:00,41.0,0,0,Inter-Monsoon,621514,2010.0,1,0,2010-05-04 00:00:00,5.0,1743.368097,0,81.67283183,10.0,7.33118389,6326.72808,0.8767,0,4.0,0,1.0,1,1,0,0
Night,Samudra,3451.421046,,155.0,0,0,,621991,,1,0,,,3938.27255,0,80.83573021,10.0,8.09962291,5372.861569,0.9277,0,,0,,1,1,0,0
Night,Negative,143.5193619,2010-01-03,9.0,1,0,Dry,0,2010.0,0,0,2010-01-03 00:00:00,1.0,2754.937194,0,82.12373018122264,40.0,7.79189951962084,5609.338295,0.7429,0,3.0,0,6.0,0,0,0,0
Night,Negative,4079.924825,2009-11-10,137.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-10 00:00:00,11.0,328.8339681,0,80.33122961028607,10.0,7.497650529604819,903.1359327,0.6552,0,10.0,0,1.0,1,0,0,0
Night,Nancy,3158.223903,,118.0,0,0,,622001,,1,0,,,3509.198874,0,80.80842961,10.0,8.133784731,5511.300537,0.8198,0,,0,,1,1,0,0
Evening,Negative,2376.880502,2010-05-04,9.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-05-04 20:00:00,5.0,4132.669039,0,82.1612166416873,40.0,6.979912639496654,2353.244075,0.8731,0,4.0,20,1.0,1,0,0,0
Afternoon,Negative,1115.048663,2010-01-04,10.0,0,0,Dry,0,2010.0,0,1,2010-01-04 16:00:00,1.0,417.9268672,0,80.32748116234744,60.0,4.339178249295218,1011.359446,0.6874,0,4.0,16,0.0,0,0,0,0
Early Morning,Negative,1233.423094,2010-01-06,44.0,0,0,Dry,0,2010.0,1,0,2010-01-06 08:00:00,1.0,914.9704122,0,80.07008721459316,10.0,6.943799368968616,1509.73285,0.8271,0,6.0,8,2.0,0,0,0,0
Night,Soma,837.5584901,2010-09-05 00:00:00,45.0,0,0,Inter-Monsoon-2,621995,2010.0,1,0,2010-09-05 04:00:00,9.0,3361.340422,0,81.15973967,10.0,8.120402157,12472.91941,0.6893,0,5.0,4,6.0,1,1,0,0
Afternoon,Negative,1070.236594,2010-04-08,10.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-04-08 16:00:00,4.0,351.455844,0,83.04092842468911,40.0,7.27712610096971,1675.122865,0.7758,0,8.0,16,3.0,0,0,0,0
Evening,Negative,1807.736153,2010-04-01,114.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-04-01 20:00:00,4.0,954.5196509,0,80.88705468795257,40.0,6.679595082209296,5199.452774,0.7466,0,1.0,20,3.0,0,0,0,0
Midday,Soma,3561.03045,2010-01-04 00:00:00,15.0,0,0,Dry,621995,2010.0,0,0,2010-01-04 12:00:00,1.0,697.5348519,0,81.18875338,30.0,8.146748171,2385.217138,0.5157,0,4.0,12,0.0,1,1,0,1
Evening,Sakunthala,2293.287079,2010-03-01 00:00:00,88.0,0,0,Inter-Monsoon,621992,2010.0,1,0,2010-03-01 20:00:00,3.0,3106.186854,0,81.05571206,10.0,6.398289365,18782.4885,0.8307,0,1.0,20,0.0,1,1,0,0
Early Morning,Kala,2298.453511,2010-09-08 00:00:00,143.0,0,0,Inter-Monsoon-2,621991,2010.0,1,0,2010-09-08 08:00:00,9.0,494.6182874,0,80.58767559,10.0,7.965558931,3962.709547,0.7502,0,8.0,8,2.0,0,1,0,0
Midday,Ekes,4635.903216,,130.0,0,0,,621996,,1,0,,,4832.13262,0,81.17715854,10.0,6.588836235,240.3528158,0.5517,0,,12,,0,1,0,0
Night,Negative,1492.420043,2010-05-01,73.0,0,0,Inter-Monsoon,0,2010.0,0,0,2010-05-01 00:00:00,5.0,994.7515908,0,79.99953789240088,30.0,6.147957400717882,10301.99663,0.7237,0,1.0,0,5.0,0,0,0,1
Evening,Ekes,757.2824679,,123.0,1,0,,621996,,0,0,,,5341.415651,0,81.20797475,40.0,6.601705936,12774.85697,0.6317,0,,20,,0,1,0,0
Afternoon,Negative,1115.048663,2010-09-07,10.0,0,0,Inter-Monsoon-2,0,2010.0,0,1,2010-09-07 16:00:00,9.0,417.9268672,0,79.98419246477296,60.0,4.584022182819908,1011.359446,0.6874,0,7.0,16,1.0,0,0,0,0
Midday,Sugala,4004.996457,2009-12-10 00:00:00,44.0,0,0,Dry,621513,2009.0,1,0,2009-12-10 12:00:00,12.0,1915.613483,0,81.6163603,10.0,7.329727129,1173.221015,0.8215,0,10.0,12,3.0,0,1,0,0
Evening,Wanamali,1027.593736,,60.0,0,0,,621512,,0,0,,,2475.649614,0,81.08351963,30.0,6.237190796,1522.369429,0.6805,0,,20,,0,1,0,1
Night,Sugala,297.2476519,,43.0,0,0,,621513,,1,0,,,1229.032984,0,81.62313582,10.0,7.328867534,934.435794,0.839,0,,4,,0,1,0,0
Night,Negative,401918.1251,2010-01-08,84.0,0,0,Dry,0,2010.0,1,0,2010-01-08 00:00:00,1.0,402201.5776,0,84.60163342859941,10.0,7.0123051082149335,399526.6028,-0.2,0,8.0,0,4.0,0,0,0,0
Night,Negative,283.3800832,2009-12-11,15.0,0,0,Dry,0,2009.0,1,0,2009-12-11 04:00:00,12.0,318.8917127,0,82.27065255958433,10.0,5.152558074519614,51.41555241,0.829,0,11.0,4,4.0,1,0,0,0
Early Morning,Madara,948.6634258,,93.0,0,0,,621994,,1,0,,,441.5693033,0,80.30392405,10.0,7.950798331,1085.827117,0.7727,0,,8,,0,1,0,0
Night,Negative,1115.048663,2010-09-04,10.0,0,0,Inter-Monsoon-2,0,2010.0,0,1,2010-09-04 00:00:00,9.0,417.9268672,0,80.51873824591583,60.0,4.422087449516587,1011.359446,0.6874,0,4.0,0,5.0,0,0,0,0
