location_id,year,month_num,region,location,Animal Death/Injury,Animal Parts Trade,Animal Possession,Domestic Animal Trespass,Drugs/Alcohol,Encroachment/Land,Fire,Hunting/Killing,Illegal Entry,Illegal Fishing,Illegal Logging,Meat/Egg Trade,Mining,Other,Tusk Theft,Weapons/Traps,top_offence,total_cases,has_offence,date,month_sin,month_cos,season,lag_cases_1,lag_has_1,lag_top_1,lag_cases_2,lag_has_2,lag_top_2,lag_cases_3,lag_has_3,lag_top_3,roll_3_cases,roll_6_cases,trend_3,trend_6,synthetic_flag
Anuradhapura|National Park,2022,7,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-07-01,-0.4999999999999997,-0.8660254037844388,SW_monsoon,22.0,1,Weapons/Traps,0.0,0,,10.0,1,Animal Possession,7.333333333333333,11.833333333333334,-10.0,-30.0,0
Anuradhapura|National Park,2022,8,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,Illegal Entry,39.0,1,2022-08-01,-0.8660254037844384,-0.5000000000000004,SW_monsoon,0.0,0,,22.0,1,Weapons/Traps,0.0,0,,20.333333333333332,18.333333333333332,39.0,39.0,0
Anuradhapura|National Park,2022,9,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-09-01,-1.0,-1.8369701987210294e-16,SW_monsoon,39.0,1,Illegal Entry,0.0,0,,22.0,1,Weapons/Traps,13.0,11.833333333333334,-22.0,-39.0,0
Anuradhapura|National Park,2022,10,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-10-01,-0.8660254037844386,0.5000000000000001,Inter_OctNov,0.0,0,,39.0,1,Illegal Entry,0.0,0,,13.0,10.166666666666666,0.0,-10.0,0
Anuradhapura|National Park,2022,11,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,Weapons/Traps,12.0,1,2022-11-01,-0.5000000000000004,0.8660254037844384,Inter_OctNov,0.0,0,,0.0,0,,39.0,1,Illegal Entry,4.0,12.166666666666666,-27.0,12.0,0
Anuradhapura|National Park,2022,12,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Illegal Fishing,1.0,1,2022-12-01,-2.4492935982947064e-16,1.0,NE_monsoon,12.0,1,Weapons/Traps,0.0,0,,0.0,0,,4.333333333333333,8.666666666666666,1.0,-21.0,0
Anuradhapura|National Park,2023,1,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2023-01-01,0.4999999999999999,0.8660254037844387,NE_monsoon,1.0,1,Illegal Fishing,12.0,1,Weapons/Traps,0.0,0,,4.333333333333333,8.666666666666666,0.0,0.0,0
Anuradhapura|National Park,2023,2,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,Meat/Egg Trade,14.0,1,2023-02-01,0.8660254037844386,0.5000000000000001,NE_monsoon,0.0,0,,1.0,1,Illegal Fishing,12.0,1,Weapons/Traps,5.0,4.5,2.0,-25.0,0
Anuradhapura|National Park,2023,3,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2023-03-01,1.0,6.123233995736766e-17,Inter_MarApr,14.0,1,Meat/Egg Trade,0.0,0,,1.0,1,Illegal Fishing,4.666666666666667,4.5,-1.0,0.0,0
Anuradhapura|National Park,2023,4,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Weapons/Traps,5.0,1,2023-04-01,0.8660254037844387,-0.4999999999999998,Inter_MarApr,0.0,0,,14.0,1,Meat/Egg Trade,0.0,0,,6.333333333333333,5.333333333333333,5.0,5.0,0
